Median Rate,Longitude,Latitude,"""1990""","""1991""","""1992""","""1993""","""1994""","""1995""","""1996""","""1997""","""1998""","""1999""","""2000""","""2001""","""2002""","""2003""","""2004""","""2005""","""2006""","""2007""","""2008""","""2009""","""2010""","""2011""","""2012""","""2013""","""2014""","""2015""","""2016""","""2017""","""2018""","""2019""","""2020""","""2021""","""2022""","""2023""","""2024""","""2025""","""2026""","""2027""","""2028""","""2029""","""2030""","""2031""","""2032""","""2033""","""2034""","""2035""","""2036""","""2037""","""2038""","""2039""","""2040""","""2041""","""2042""","""2043""","""2044""","""2045""","""2046""","""2047""","""2048""","""2049""","""2050""","""2051""","""2052""","""2053""","""2054""","""2055""","""2056""","""2057""","""2058""","""2059""","""2060""","""2061""","""2062""","""2063""","""2064""","""2065""","""2066""","""2067""","""2068""","""2069""","""2070""","""2071""","""2072""","""2073""","""2074""","""2075""","""2076""","""2077""","""2078""","""2079""","""2080""","""2081""","""2082""","""2083""","""2084""","""2085""","""2086""","""2087""","""2088""","""2089""","""2090""","""2091""","""2092""","""2093""","""2094""","""2095""","""2096""","""2097""","""2098""","""2099""","""2100""","""2101""","""2102""","""2103""","""2104""","""2105""","""2106""","""2107""","""2108""","""2109""","""2110""","""2111""","""2112""","""2113""","""2114"""
-0.008630673,-83.753428,9.748917,0.478509395,0.449811964,0.357044922,0.440576379,0.380549063,0.501659934,0.572640179,0.543389312,0.447789877,0.396583005,0.42099958,0.470541267,0.4369616,0.322899306,0.44703014,0.449889657,0.396131288,0.383471815,0.376338524,0.314826694,0.306196021,0.297565348,0.288934675,0.280304002,0.271673329,0.263042656,0.254411983,0.24578131,0.237150637,0.228519964,0.219889291,0.211258618,0.202627945,0.193997272,0.185366599,0.176735926,0.168105253,0.15947458,0.150843907,0.142213234,0.133582561,0.124951888,0.116321215,0.107690542,0.099059869,0.090429196,0.081798523,0.07316785,0.064537177,0.055906504,0.047275831,0.038645158,0.030014485,0.021383812,0.012753139,0.004122466,-0.004508207,-0.01313888,-0.021769553,-0.030400226,-0.039030899,-0.047661572,-0.056292245,-0.064922918,-0.073553591,-0.082184264,-0.090814937,-0.09944561,-0.108076283,-0.116706956,-0.125337629,-0.133968302,-0.142598975,-0.151229648,-0.159860321,-0.168490994,-0.177121667,-0.18575234,-0.194383013,-0.203013686,-0.211644359,-0.220275032,-0.228905705,-0.237536378,-0.246167051,-0.254797724,-0.263428397,-0.27205907,-0.280689743,-0.289320416,-0.297951089,-0.306581762,-0.315212435,-0.323843108,-0.332473781,-0.341104454,-0.349735127,-0.3583658,-0.366996473,-0.375627146,-0.384257819,-0.392888492,-0.401519165,-0.410149838,-0.418780511,-0.427411184,-0.436041857,-0.44467253,-0.453303203,-0.461933876,-0.470564549,-0.479195222,-0.487825895,-0.496456568,-0.505087241,-0.513717914,-0.522348587,-0.53097926,-0.539609933,-0.548240606,-0.556871279,-0.565501952,-0.574132625,-0.582763298,-0.591393971
0.236358083,15.2,45.1,0.1,0,3.752317226,3.540551724,3.629147097,3.772242664,4.120683133,4.220418635,4.536293268,4.499603865,4.438345911,4.665514189,4.927324775,5.302283784,5.191956522,5.201658487,5.219693694,5.498020063,5.269158157,4.866616935,5.102975018,5.339333101,5.575691184,5.812049267,6.04840735,6.284765433,6.521123516,6.757481599,6.993839682,7.230197765,7.466555848,7.702913931,7.939272014,8.175630097,8.41198818,8.648346263,8.884704346,9.121062429,9.357420512,9.593778595,9.830136678,10.06649476,10.30285284,10.53921093,10.77556901,11.01192709,11.24828518,11.48464326,11.72100134,11.95735943,12.19371751,12.43007559,12.66643367,12.90279176,13.13914984,13.37550792,13.61186601,13.84822409,14.08458217,14.32094026,14.55729834,14.79365642,15.0300145,15.26637259,15.50273067,15.73908875,15.97544684,16.21180492,16.448163,16.68452109,16.92087917,17.15723725,17.39359533,17.62995342,17.8663115,18.10266958,18.33902767,18.57538575,18.81174383,19.04810192,19.28446,19.52081808,19.75717616,19.99353425,20.22989233,20.46625041,20.7026085,20.93896658,21.17532466,21.41168275,21.64804083,21.88439891,22.12075699,22.35711508,22.59347316,22.82983124,23.06618933,23.30254741,23.53890549,23.77526358,24.01162166,24.24797974,24.48433782,24.72069591,24.95705399,25.19341207,25.42977016,25.66612824,25.90248632,26.13884441,26.37520249,26.61156057,26.84791865,27.08427674,27.32063482,27.5569929,27.79335099,28.02970907,28.26606715,28.50242524,28.73878332,28.9751414,29.21149948,29.44785757,29.68421565
0.012773833,-77.781167,21.521757,3.14506783,2.773373486,2.913041413,2.711903405,2.959872313,2.347051636,2.455184241,2.231949768,2.209364188,2.276849872,2.337798032,2.277547019,2.327008038,2.266211782,2.218084612,2.303062731,2.425176133,2.365675828,2.694978513,2.648700405,2.661474238,2.674248071,2.687021904,2.699795737,2.71256957,2.725343403,2.738117236,2.750891069,2.763664902,2.776438735,2.789212568,2.801986401,2.814760234,2.827534067,2.8403079,2.853081733,2.865855566,2.878629399,2.891403232,2.904177065,2.916950898,2.929724731,2.942498564,2.955272397,2.96804623,2.980820063,2.993593896,3.006367729,3.019141562,3.031915395,3.044689228,3.057463061,3.070236894,3.083010727,3.09578456,3.108558393,3.121332226,3.134106059,3.146879892,3.159653725,3.172427558,3.185201391,3.197975224,3.210749057,3.22352289,3.236296723,3.249070556,3.261844389,3.274618222,3.287392055,3.300165888,3.312939721,3.325713554,3.338487387,3.35126122,3.364035053,3.376808886,3.389582719,3.402356552,3.415130385,3.427904218,3.440678051,3.453451884,3.466225717,3.47899955,3.491773383,3.504547216,3.517321049,3.530094882,3.542868715,3.555642548,3.568416381,3.581190214,3.593964047,3.60673788,3.619511713,3.632285546,3.645059379,3.657833212,3.670607045,3.683380878,3.696154711,3.708928544,3.721702377,3.73447621,3.747250043,3.760023876,3.772797709,3.785571542,3.798345375,3.811119208,3.823893041,3.836666874,3.849440707,3.86221454,3.874988373,3.887762206,3.900536039,3.913309872,3.926083705,3.938857538,3.951631371,3.964405204,3.977179037,3.98995287
0.045689231,33.429859,35.126413,6.070122918,6.054400374,6.590579022,6.69972912,6.732450912,6.490424824,6.601260126,6.607518751,7.038876041,6.997282524,7.261794131,7.120566085,7.166516818,7.762794272,7.219783032,7.265914897,7.429747194,7.709325131,7.942807883,7.464781629,7.51047086,7.556160091,7.601849322,7.647538553,7.693227784,7.738917015,7.784606246,7.830295477,7.875984708,7.921673939,7.96736317,8.013052401,8.058741632,8.104430863,8.150120094,8.195809325,8.241498556,8.287187787,8.332877018,8.378566249,8.42425548,8.469944711,8.515633942,8.561323173,8.607012404,8.652701635,8.698390866,8.744080097,8.789769328,8.835458559,8.88114779,8.926837021,8.972526252,9.018215483,9.063904714,9.109593945,9.155283176,9.200972407,9.246661638,9.292350869,9.3380401,9.383729331,9.429418562,9.475107793,9.520797024,9.566486255,9.612175486,9.657864717,9.703553948,9.749243179,9.79493241,9.840621641,9.886310872,9.932000103,9.977689334,10.02337857,10.0690678,10.11475703,10.16044626,10.20613549,10.25182472,10.29751395,10.34320318,10.38889241,10.43458164,10.48027088,10.52596011,10.57164934,10.61733857,10.6630278,10.70871703,10.75440626,10.80009549,10.84578472,10.89147395,10.93716319,10.98285242,11.02854165,11.07423088,11.11992011,11.16560934,11.21129857,11.2569878,11.30267703,11.34836626,11.3940555,11.43974473,11.48543396,11.53112319,11.57681242,11.62250165,11.66819088,11.71388011,11.75956934,11.80525857,11.85094781,11.89663704,11.94232627,11.9880155,12.03370473,12.07939396,12.12508319,12.17077242,12.21646165,12.26215088
0.533451646,15.472962,49.817492,0.1,0,13.47346136,12.76013216,12.17816292,12.10893487,12.3924996,12.54002681,11.9331697,10.93767885,12.15484137,12.17690632,11.78721674,12.0049848,12.03369673,11.82385869,11.98993701,12.03518177,11.26802536,10.352562,10.88601365,11.41946529,11.95291694,12.48636858,13.01982023,13.55327188,14.08672352,14.62017517,15.15362681,15.68707846,16.22053011,16.75398175,17.2874334,17.82088504,18.35433669,18.88778834,19.42123998,19.95469163,20.48814327,21.02159492,21.55504657,22.08849821,22.62194986,23.1554015,23.68885315,24.2223048,24.75575644,25.28920809,25.82265973,26.35611138,26.88956303,27.42301467,27.95646632,28.48991796,29.02336961,29.55682126,30.0902729,30.62372455,31.15717619,31.69062784,32.22407949,32.75753113,33.29098278,33.82443442,34.35788607,34.89133772,35.42478936,35.95824101,36.49169265,37.0251443,37.55859595,38.09204759,38.62549924,39.15895088,39.69240253,40.22585418,40.75930582,41.29275747,41.82620911,42.35966076,42.89311241,43.42656405,43.9600157,44.49346734,45.02691899,45.56037064,46.09382228,46.62727393,47.16072557,47.69417722,48.22762887,48.76108051,49.29453216,49.8279838,50.36143545,50.8948871,51.42833874,51.96179039,52.49524203,53.02869368,53.56214533,54.09559697,54.62904862,55.16250026,55.69595191,56.22940356,56.7628552,57.29630685,57.82975849,58.36321014,58.89666179,59.43011343,59.96356508,60.49701672,61.03046837,61.56392002,62.09737166,62.63082331,63.16427495,63.6977266,64.23117825,64.76462989,65.29808154,65.83153318,66.36498483
-0.066506947,9.501785,56.26392,9.676543915,11.87615287,10.5038454,11.01592348,11.72680987,10.53635562,13.03463261,10.79563863,10.57053451,9.570253029,8.850879164,9.150421654,9.164207093,10.33929467,9.362022513,8.69075357,10.11628626,9.201343675,8.548023608,8.057567722,7.991060775,7.924553828,7.858046881,7.791539934,7.725032987,7.65852604,7.592019093,7.525512146,7.459005199,7.392498252,7.325991305,7.259484358,7.192977411,7.126470464,7.059963517,6.99345657,6.926949623,6.860442676,6.793935729,6.727428782,6.660921835,6.594414888,6.527907941,6.461400994,6.394894047,6.3283871,6.261880153,6.195373206,6.128866259,6.062359312,5.995852365,5.929345418,5.862838471,5.796331524,5.729824577,5.66331763,5.596810683,5.530303736,5.463796789,5.397289842,5.330782895,5.264275948,5.197769001,5.131262054,5.064755107,4.99824816,4.931741213,4.865234266,4.798727319,4.732220372,4.665713425,4.599206478,4.532699531,4.466192584,4.399685637,4.33317869,4.266671743,4.200164796,4.133657849,4.067150902,4.000643955,3.934137008,3.867630061,3.801123114,3.734616167,3.66810922,3.601602273,3.535095326,3.468588379,3.402081432,3.335574485,3.269067538,3.202560591,3.136053644,3.069546697,3.00303975,2.936532803,2.870025856,2.803518909,2.737011962,2.670505015,2.603998068,2.537491121,2.470984174,2.404477227,2.33797028,2.271463333,2.204956386,2.138449439,2.071942492,2.005435545,1.938928598,1.872421651,1.805914704,1.739407757,1.67290081,1.606393863,1.539886916,1.473379969,1.406873022,1.340366075,1.273859128,1.207352181,1.140845234,1.074338287
-0.001561808,42.590275,11.825138,0.677549989,0.652481517,0.658386998,0.668389157,0.657235908,0.646144045,0.645626292,0.639688791,0.586785385,0.623488728,0.557998691,0.524762447,0.536922011,0.539061165,0.598575824,0.609132291,0.619280954,0.610638671,0.647304037,0.646961484,0.645399676,0.643837868,0.64227606,0.640714252,0.639152444,0.637590636,0.636028828,0.63446702,0.632905212,0.631343404,0.629781596,0.628219788,0.62665798,0.625096172,0.623534364,0.621972556,0.620410748,0.61884894,0.617287132,0.615725324,0.614163516,0.612601708,0.6110399,0.609478092,0.607916284,0.606354476,0.604792668,0.60323086,0.601669052,0.600107244,0.598545436,0.596983628,0.59542182,0.593860012,0.592298204,0.590736396,0.589174588,0.58761278,0.586050972,0.584489164,0.582927356,0.581365548,0.57980374,0.578241932,0.576680124,0.575118316,0.573556508,0.5719947,0.570432892,0.568871084,0.567309276,0.565747468,0.56418566,0.562623852,0.561062044,0.559500236,0.557938428,0.55637662,0.554814812,0.553253004,0.551691196,0.550129388,0.54856758,0.547005772,0.545443964,0.543882156,0.542320348,0.54075854,0.539196732,0.537634924,0.536073116,0.534511308,0.5329495,0.531387692,0.529825884,0.528264076,0.526702268,0.52514046,0.523578652,0.522016844,0.520455036,0.518893228,0.51733142,0.515769612,0.514207804,0.512645996,0.511084188,0.50952238,0.507960572,0.506398764,0.504836956,0.503275148,0.50171334,0.500151532,0.498589724,0.497027916,0.495466108,0.4939043,0.492342492,0.490780684,0.489218876,0.487657068,0.48609526,0.484533452,0.482971644
0.053964125,-61.370976,15.414999,0.827205053,0.828127426,0.826622334,0.875486272,0.976195147,1.130410414,1.030837995,1.140171858,1.09548332,1.154101456,1.473557313,1.631883434,1.470876429,1.622612692,1.564308567,1.611479686,1.556231433,2.123695176,1.81065982,1.807777903,1.861742028,1.915706153,1.969670278,2.023634403,2.077598528,2.131562653,2.185526778,2.239490903,2.293455028,2.347419153,2.401383278,2.455347403,2.509311528,2.563275653,2.617239778,2.671203903,2.725168028,2.779132153,2.833096278,2.887060403,2.941024528,2.994988653,3.048952778,3.102916903,3.156881028,3.210845153,3.264809278,3.318773403,3.372737528,3.426701653,3.480665778,3.534629903,3.588594028,3.642558153,3.696522278,3.750486403,3.804450528,3.858414653,3.912378778,3.966342903,4.020307028,4.074271153,4.128235278,4.182199403,4.236163528,4.290127653,4.344091778,4.398055903,4.452020028,4.505984153,4.559948278,4.613912403,4.667876528,4.721840653,4.775804778,4.829768903,4.883733028,4.937697153,4.991661278,5.045625403,5.099589528,5.153553653,5.207517778,5.261481903,5.315446028,5.369410153,5.423374278,5.477338403,5.531302528,5.585266653,5.639230778,5.693194903,5.747159028,5.801123153,5.855087278,5.909051403,5.963015528,6.016979653,6.070943778,6.124907903,6.178872028,6.232836153,6.286800278,6.340764403,6.394728528,6.448692653,6.502656778,6.556620903,6.610585028,6.664549153,6.718513278,6.772477403,6.826441528,6.880405653,6.934369778,6.988333903,7.042298028,7.096262153,7.150226278,7.204190403,7.258154528,7.312118653,7.366082778,7.420046903,7.474011028
0.038595027,-70.162651,18.735693,1.3210079,1.371084233,1.4861706,1.552997868,1.618105451,2.018743123,2.161291336,2.209128182,2.226188777,2.21278674,2.322080619,2.299559124,2.406154784,2.412915411,2.040322289,2.103252876,2.182961682,2.228800267,2.155776782,2.056047061,2.094642088,2.133237115,2.171832142,2.210427169,2.249022196,2.287617223,2.32621225,2.364807277,2.403402304,2.441997331,2.480592358,2.519187385,2.557782412,2.596377439,2.634972466,2.673567493,2.71216252,2.750757547,2.789352574,2.827947601,2.866542628,2.905137655,2.943732682,2.982327709,3.020922736,3.059517763,3.09811279,3.136707817,3.175302844,3.213897871,3.252492898,3.291087925,3.329682952,3.368277979,3.406873006,3.445468033,3.48406306,3.522658087,3.561253114,3.599848141,3.638443168,3.677038195,3.715633222,3.754228249,3.792823276,3.831418303,3.87001333,3.908608357,3.947203384,3.985798411,4.024393438,4.062988465,4.101583492,4.140178519,4.178773546,4.217368573,4.2559636,4.294558627,4.333153654,4.371748681,4.410343708,4.448938735,4.487533762,4.526128789,4.564723816,4.603318843,4.64191387,4.680508897,4.719103924,4.757698951,4.796293978,4.834889005,4.873484032,4.912079059,4.950674086,4.989269113,5.02786414,5.066459167,5.105054194,5.143649221,5.182244248,5.220839275,5.259434302,5.298029329,5.336624356,5.375219383,5.41381441,5.452409437,5.491004464,5.529599491,5.568194518,5.606789545,5.645384572,5.683979599,5.722574626,5.761169653,5.79976468,5.838359707,5.876954734,5.915549761,5.954144788,5.992739815,6.031334842,6.069929869,6.108524896
0.136961308,-70.162651,18.735693,2.725561385,2.803132526,2.894085675,3.011396424,3.1360945,3.286070106,3.395377595,3.404469306,3.110475012,3.126670763,3.21200304,3.248549002,3.360755227,3.771447024,4.160388019,4.36745321,4.634998927,4.832088233,4.924758913,5.165958366,5.302919674,5.439880982,5.57684229,5.713803598,5.850764906,5.987726214,6.124687522,6.26164883,6.398610138,6.535571446,6.672532754,6.809494062,6.94645537,7.083416678,7.220377986,7.357339294,7.494300602,7.63126191,7.768223218,7.905184526,8.042145834,8.179107142,8.31606845,8.453029758,8.589991066,8.726952374,8.863913682,9.00087499,9.137836298,9.274797606,9.411758914,9.548720222,9.68568153,9.822642838,9.959604146,10.09656545,10.23352676,10.37048807,10.50744938,10.64441069,10.78137199,10.9183333,11.05529461,11.19225592,11.32921723,11.46617853,11.60313984,11.74010115,11.87706246,12.01402377,12.15098507,12.28794638,12.42490769,12.561869,12.69883031,12.83579161,12.97275292,13.10971423,13.24667554,13.38363685,13.52059815,13.65755946,13.79452077,13.93148208,14.06844339,14.20540469,14.342366,14.47932731,14.61628862,14.75324993,14.89021123,15.02717254,15.16413385,15.30109516,15.43805647,15.57501777,15.71197908,15.84894039,15.9859017,16.12286301,16.25982431,16.39678562,16.53374693,16.67070824,16.80766955,16.94463085,17.08159216,17.21855347,17.35551478,17.49247609,17.62943739,17.7663987,17.90336001,18.04032132,18.17728263,18.31424393,18.45120524,18.58816655,18.72512786,18.86208917,18.99905047,19.13601178,19.27297309,19.4099344,19.54689571
0.147201327,-70.162651,18.735693,1.930139447,2.015715743,2.084884957,2.200435775,2.293594698,2.454788426,2.540316843,2.530017247,2.267756798,2.264733231,2.324897522,2.382724182,2.49062567,2.949196615,3.367732225,3.621453498,3.922128331,4.1240525,4.254715532,4.590335336,4.737536663,4.88473799,5.031939317,5.179140644,5.326341971,5.473543298,5.620744625,5.767945952,5.915147279,6.062348606,6.209549933,6.35675126,6.503952587,6.651153914,6.798355241,6.945556568,7.092757895,7.239959222,7.387160549,7.534361876,7.681563203,7.82876453,7.975965857,8.123167184,8.270368511,8.417569838,8.564771165,8.711972492,8.859173819,9.006375146,9.153576473,9.3007778,9.447979127,9.595180454,9.742381781,9.889583108,10.03678444,10.18398576,10.33118709,10.47838842,10.62558974,10.77279107,10.9199924,11.06719372,11.21439505,11.36159638,11.50879771,11.65599903,11.80320036,11.95040169,12.09760301,12.24480434,12.39200567,12.53920699,12.68640832,12.83360965,12.98081098,13.1280123,13.27521363,13.42241496,13.56961628,13.71681761,13.86401894,14.01122026,14.15842159,14.30562292,14.45282425,14.60002557,14.7472269,14.89442823,15.04162955,15.18883088,15.33603221,15.48323353,15.63043486,15.77763619,15.92483752,16.07203884,16.21924017,16.3664415,16.51364282,16.66084415,16.80804548,16.9552468,17.10244813,17.24964946,17.39685079,17.54405211,17.69125344,17.83845477,17.98565609,18.13285742,18.28005875,18.42726007,18.5744614,18.72166273,18.86886406,19.01606538,19.16326671,19.31046804,19.45766936,19.60487069,19.75207202,19.89927334,20.04647467
0.025631563,-78.183406,-1.831239,1.662966597,1.591296282,2.104391438,2.232078452,1.23133309,2.015978278,2.067162141,1.548934686,1.845915625,1.731283117,1.670956006,1.834522989,1.894845227,1.997273981,2.118221025,2.170847617,2.117019692,2.155728916,2.044437372,2.065051126,2.090682689,2.116314252,2.141945815,2.167577378,2.193208941,2.218840504,2.244472067,2.27010363,2.295735193,2.321366756,2.346998319,2.372629882,2.398261445,2.423893008,2.449524571,2.475156134,2.500787697,2.52641926,2.552050823,2.577682386,2.603313949,2.628945512,2.654577075,2.680208638,2.705840201,2.731471764,2.757103327,2.78273489,2.808366453,2.833998016,2.859629579,2.885261142,2.910892705,2.936524268,2.962155831,2.987787394,3.013418957,3.03905052,3.064682083,3.090313646,3.115945209,3.141576772,3.167208335,3.192839898,3.218471461,3.244103024,3.269734587,3.29536615,3.320997713,3.346629276,3.372260839,3.397892402,3.423523965,3.449155528,3.474787091,3.500418654,3.526050217,3.55168178,3.577313343,3.602944906,3.628576469,3.654208032,3.679839595,3.705471158,3.731102721,3.756734284,3.782365847,3.80799741,3.833628973,3.859260536,3.884892099,3.910523662,3.936155225,3.961786788,3.987418351,4.013049914,4.038681477,4.06431304,4.089944603,4.115576166,4.141207729,4.166839292,4.192470855,4.218102418,4.243733981,4.269365544,4.294997107,4.32062867,4.346260233,4.371891796,4.397523359,4.423154922,4.448786485,4.474418048,4.500049611,4.525681174,4.551312737,4.5769443,4.602575863,4.628207426,4.653838989,4.679470552,4.705102115,4.730733678,4.756365241
0.063737956,30.802498,26.820553,1.348032205,1.371652362,1.39221168,1.570729357,1.416405692,1.564915425,1.642381014,1.714934077,1.907531786,1.926226528,2.13688338,1.86672496,1.862198178,2.131040925,2.137823551,2.329524591,2.447103136,2.591713826,2.606860228,2.577287668,2.641025624,2.70476358,2.768501536,2.832239492,2.895977448,2.959715404,3.02345336,3.087191316,3.150929272,3.214667228,3.278405184,3.34214314,3.405881096,3.469619052,3.533357008,3.597094964,3.66083292,3.724570876,3.788308832,3.852046788,3.915784744,3.9795227,4.043260656,4.106998612,4.170736568,4.234474524,4.29821248,4.361950436,4.425688392,4.489426348,4.553164304,4.61690226,4.680640216,4.744378172,4.808116128,4.871854084,4.93559204,4.999329996,5.063067952,5.126805908,5.190543864,5.25428182,5.318019776,5.381757732,5.445495688,5.509233644,5.5729716,5.636709556,5.700447512,5.764185468,5.827923424,5.89166138,5.955399336,6.019137292,6.082875248,6.146613204,6.21035116,6.274089116,6.337827072,6.401565028,6.465302984,6.52904094,6.592778896,6.656516852,6.720254808,6.783992764,6.84773072,6.911468676,6.975206632,7.038944588,7.102682544,7.1664205,7.230158456,7.293896412,7.357634368,7.421372324,7.48511028,7.548848236,7.612586192,7.676324148,7.740062104,7.80380006,7.867538016,7.931275972,7.995013928,8.058751884,8.12248984,8.186227796,8.249965752,8.313703708,8.377441664,8.44117962,8.504917576,8.568655532,8.632393488,8.696131444,8.7598694,8.823607356,8.887345312,8.951083268,9.014821224,9.07855918,9.142297136,9.206035092,9.269773048
0.025748275,-88.89653,13.794185,0.489919027,0.59547512,0.62213013,0.695097941,0.780193115,0.918661805,0.843061093,0.983882945,0.98595034,0.961157291,0.963705408,0.99374718,1.005199634,1.086835498,1.052165208,1.062804383,1.12295143,1.126519855,1.064017123,1.047293403,1.073041678,1.098789953,1.124538228,1.150286503,1.176034778,1.201783053,1.227531328,1.253279603,1.279027878,1.304776153,1.330524428,1.356272703,1.382020978,1.407769253,1.433517528,1.459265803,1.485014078,1.510762353,1.536510628,1.562258903,1.588007178,1.613755453,1.639503728,1.665252003,1.691000278,1.716748553,1.742496828,1.768245103,1.793993378,1.819741653,1.845489928,1.871238203,1.896986478,1.922734753,1.948483028,1.974231303,1.999979578,2.025727853,2.051476128,2.077224403,2.102972678,2.128720953,2.154469228,2.180217503,2.205965778,2.231714053,2.257462328,2.283210603,2.308958878,2.334707153,2.360455428,2.386203703,2.411951978,2.437700253,2.463448528,2.489196803,2.514945078,2.540693353,2.566441628,2.592189903,2.617938178,2.643686453,2.669434728,2.695183003,2.720931278,2.746679553,2.772427828,2.798176103,2.823924378,2.849672653,2.875420928,2.901169203,2.926917478,2.952665753,2.978414028,3.004162303,3.029910578,3.055658853,3.081407128,3.107155403,3.132903678,3.158651953,3.184400228,3.210148503,3.235896778,3.261645053,3.287393328,3.313141603,3.338889878,3.364638153,3.390386428,3.416134703,3.441882978,3.467631253,3.493379528,3.519127803,3.544876078,3.570624353,3.596372628,3.622120903,3.647869178,3.673617453,3.699365728,3.725114003,3.750862278
0.319876642,10.267895,1.650801,0.323687779,0.521934796,0.541390053,0.248377428,0.085777176,0.298785277,0.257113997,0.622464395,0.34669566,0.941999606,0.877511439,5.7893646,9.031184315,10.58398704,8.904935809,7.806030998,7.646503635,7.49890716,6.843320543,6.826347305,7.146223947,7.466100589,7.785977231,8.105853873,8.425730515,8.745607157,9.065483799,9.385360441,9.705237083,10.02511373,10.34499037,10.66486701,10.98474365,11.30462029,11.62449694,11.94437358,12.26425022,12.58412686,12.9040035,13.22388015,13.54375679,13.86363343,14.18351007,14.50338671,14.82326336,15.14314,15.46301664,15.78289328,16.10276992,16.42264657,16.74252321,17.06239985,17.38227649,17.70215313,18.02202978,18.34190642,18.66178306,18.9816597,19.30153634,19.62141299,19.94128963,20.26116627,20.58104291,20.90091955,21.2207962,21.54067284,21.86054948,22.18042612,22.50030276,22.82017941,23.14005605,23.45993269,23.77980933,24.09968597,24.41956262,24.73943926,25.0593159,25.37919254,25.69906918,26.01894583,26.33882247,26.65869911,26.97857575,27.29845239,27.61832904,27.93820568,28.25808232,28.57795896,28.8978356,29.21771225,29.53758889,29.85746553,30.17734217,30.49721881,30.81709546,31.1369721,31.45684874,31.77672538,32.09660202,32.41647867,32.73635531,33.05623195,33.37610859,33.69598523,34.01586188,34.33573852,34.65561516,34.9754918,35.29536844,35.61524509,35.93512173,36.25499837,36.57487501,36.89475165,37.2146283,37.53450494,37.85438158,38.17425822,38.49413486,38.81401151,39.13388815,39.45376479,39.77364143,40.09351807,40.41339472
0.004471048,39.782334,15.179384,0.1,0,0,0,0.054472267,0.087160618,0.100295129,0.148313384,0.16094075,0.163283346,0.15452354,0.153774775,0.141315955,0.16233888,0.165055486,0.157888871,0.111429392,0.111209813,0.076989679,0.092369603,0.096840651,0.101311699,0.105782747,0.110253795,0.114724843,0.119195891,0.123666939,0.128137987,0.132609035,0.137080083,0.141551131,0.146022179,0.150493227,0.154964275,0.159435323,0.163906371,0.168377419,0.172848467,0.177319515,0.181790563,0.186261611,0.190732659,0.195203707,0.199674755,0.204145803,0.208616851,0.213087899,0.217558947,0.222029995,0.226501043,0.230972091,0.235443139,0.239914187,0.244385235,0.248856283,0.253327331,0.257798379,0.262269427,0.266740475,0.271211523,0.275682571,0.280153619,0.284624667,0.289095715,0.293566763,0.298037811,0.302508859,0.306979907,0.311450955,0.315922003,0.320393051,0.324864099,0.329335147,0.333806195,0.338277243,0.342748291,0.347219339,0.351690387,0.356161435,0.360632483,0.365103531,0.369574579,0.374045627,0.378516675,0.382987723,0.387458771,0.391929819,0.396400867,0.400871915,0.405342963,0.409814011,0.414285059,0.418756107,0.423227155,0.427698203,0.432169251,0.436640299,0.441111347,0.445582395,0.450053443,0.454524491,0.458995539,0.463466587,0.467937635,0.472408683,0.476879731,0.481350779,0.485821827,0.490292875,0.494763923,0.499234971,0.503706019,0.508177067,0.512648115,0.517119163,0.521590211,0.526061259,0.530532307,0.535003355,0.539474403,0.543945451,0.548416499,0.552887547,0.557358595,0.561829643
0.688659832,25.013607,58.595272,0.1,0,15.01156291,11.88114204,12.09032802,11.23097463,12.67757422,12.53744637,11.90979515,11.07308528,10.86724625,11.23520097,10.82806467,12.43984913,12.63554732,12.38596224,12.02085298,14.05608572,13.08183443,11.04896311,11.73762294,12.42628277,13.11494261,13.80360244,14.49226227,15.1809221,15.86958193,16.55824177,17.2469016,17.93556143,18.62422126,19.31288109,20.00154093,20.69020076,21.37886059,22.06752042,22.75618025,23.44484009,24.13349992,24.82215975,25.51081958,26.19947941,26.88813925,27.57679908,28.26545891,28.95411874,29.64277857,30.33143841,31.02009824,31.70875807,32.3974179,33.08607773,33.77473757,34.4633974,35.15205723,35.84071706,36.52937689,37.21803673,37.90669656,38.59535639,39.28401622,39.97267605,40.66133589,41.34999572,42.03865555,42.72731538,43.41597521,44.10463505,44.79329488,45.48195471,46.17061454,46.85927437,47.54793421,48.23659404,48.92525387,49.6139137,50.30257353,50.99123337,51.6798932,52.36855303,53.05721286,53.74587269,54.43453253,55.12319236,55.81185219,56.50051202,57.18917185,57.87783169,58.56649152,59.25515135,59.94381118,60.63247101,61.32113085,62.00979068,62.69845051,63.38711034,64.07577017,64.76443001,65.45308984,66.14174967,66.8304095,67.51906933,68.20772917,68.896389,69.58504883,70.27370866,70.96236849,71.65102833,72.33968816,73.02834799,73.71700782,74.40566765,75.09432749,75.78298732,76.47164715,77.16030698,77.84896681,78.53762665,79.22628648,79.91494631,80.60360614,81.29226597,81.98092581,82.66958564,83.35824547
